cell_id,labels,orig.ident,nCount_RNA,nFeature_RNA,Animal,age,weight,days.in.dish,diameter,cslow,RMP,pA_start,pA_threshold,Rheobase,input_res,Input_res_new,AP_threshhold,AP_max,Apamp,Min_AHP,Loc_APHW,APD,max_slope_raw,max_slope_smth,slope_oversh,slope_oversh_0.5,subthresh_slope,subthresh_slope_0.5,TTP,Shoulder,AHP_new,AHP_Tau,RMP_beforeAP,X2nd_Infliction,Spontan_active,X2Hz,X4Hz,X10Hz,X20Hz,X50Hz,X100Hz,HS_Threshold,AP_HS_2TH,Sinusscore_old,Sinusscore_new,HS_Quotient,Delta.I.Initial,Delta.ind.time,Delta.Rmem,ADS_RMP_Pulse1,ADS_RMP_Pulse2,ADS_RMP_Pulse3,ADS_RMP_Pulse4,ADS_RMP_Pulse5,ADS_RMP_Pulse6,ADS_RMP_Pulse7,ADS_RMP_Pulse8,ADS_RMP_Pulse9,ADS_RMP_Pulse10,ADS_RMP_Pulse11,ADS_RMP_Pulse12,ADS_RMP_Pulse13,ADS_RMP_Pulse14,ADS_RMP_Pulse15,ADS_RMP_Pulse16,ADS_RMP_Pulse17,ADS_RMP_Pulse18,ADS_RMP_Pulse19,ADS_RMP_Pulse20,ADS_RMP_Pulse21,ADS_RMP_Pulse22,ADS_RMP_Pulse23,ADS_RMP_Pulse24,ADS_RMP_Pulse25,ADS_RMP_Pulse26,ADS_RMP_Pulse27,ADS_RMP_Pulse28,ADS_RMP_Pulse29,ADS_RMP_Pulse30,ADS_RMP_Pulse31,ADS_RMP_Pulse32,ADS_RMP_Pulse33,ADS_RMP_Pulse34,ADS_RMP_Pulse35,ADS_RMP_Pulse36,ADS_RMP_Pulse37,ADS_RMP_Pulse38,ADS_RMP_Pulse39,ADS_RMP_Pulse40,ADS_RMP_Pulse41,ADS_RMP_Pulse42,ADS_RMP_Pulse43,ADS_RMP_Pulse44,ADS_RMP_Pulse45,ADS_RMP_Pulse46,ADS_RMP_Pulse47,ADS_RMP_Pulse48,ADS_RMP_Pulse49,ADS_RMP_Pulse50,ADS_RMP_Pulse51,ADS_RMP_Pulse52,ADS_RMP_Pulse53,ADS_RMP_Pulse54,ADS_RMP_Pulse55,ADS_RMP_Pulse56,ADS_RMP_Pulse57,ADS_RMP_Pulse58,ADS_RMP_Pulse59,ADS_RMP_Pulse60,ADS_RMP_Pulse61,ADS_RMP_Pulse62,ADS_RMP_Pulse63,ADS_RMP_Pulse64,ADS_RMP_Pulse65,ADS_RMP_Pulse66,ADS_RMP_Pulse67,ADS_RMP_Pulse68,ADS_RMP_Pulse69,ADS_RMP_Pulse70,ADS_RMP_Pulse71,ADS_RMP_Pulse72,ADS_RMP_Pulse73,ADS_RMP_Pulse74,ADS_RMP_Pulse75,ADS_Slope_Pulse1,ADS_Slope_Pulse2,ADS_Slope_Pulse3,ADS_Slope_Pulse4,ADS_Slope_Pulse5,ADS_Slope_Pulse6,ADS_Slope_Pulse7,ADS_Slope_Pulse8,ADS_Slope_Pulse9,ADS_Slope_Pulse10,ADS_Slope_Pulse11,ADS_Slope_Pulse12,ADS_Slope_Pulse13,ADS_Slope_Pulse14,ADS_Slope_Pulse15,ADS_Slope_Pulse16,ADS_Slope_Pulse17,ADS_Slope_Pulse18,ADS_Slope_Pulse19,ADS_Slope_Pulse20,ADS_Slope_Pulse21,ADS_Slope_Pulse22,ADS_Slope_Pulse23,ADS_Slope_Pulse24,ADS_Slope_Pulse25,ADS_Slope_Pulse26,ADS_Slope_Pulse27,ADS_Slope_Pulse28,ADS_Slope_Pulse29,ADS_Slope_Pulse30,ADS_Slope_Pulse31,ADS_Slope_Pulse32,ADS_Slope_Pulse33,ADS_Slope_Pulse34,ADS_Slope_Pulse35,ADS_Slope_Pulse36,ADS_Slope_Pulse37,ADS_Slope_Pulse38,ADS_Slope_Pulse39,ADS_Slope_Pulse40,ADS_Slope_Pulse41,ADS_Slope_Pulse42,ADS_Slope_Pulse43,ADS_Slope_Pulse44,ADS_Slope_Pulse45,ADS_Slope_Pulse46,ADS_Slope_Pulse47,ADS_Slope_Pulse48,ADS_Slope_Pulse49,ADS_Slope_Pulse50,ADS_Slope_Pulse51,ADS_Slope_Pulse52,ADS_Slope_Pulse53,ADS_Slope_Pulse54,ADS_Slope_Pulse55,ADS_Slope_Pulse56,ADS_Slope_Pulse57,ADS_Slope_Pulse58,ADS_Slope_Pulse59,ADS_Slope_Pulse60,ADS_Slope_Pulse61,ADS_Slope_Pulse62,ADS_Slope_Pulse63,ADS_Slope_Pulse64,ADS_Slope_Pulse65,ADS_Slope_Pulse66,ADS_Slope_Pulse67,ADS_Slope_Pulse68,ADS_Slope_Pulse69,ADS_Slope_Pulse70,ADS_Slope_Pulse71,ADS_Slope_Pulse72,ADS_Slope_Pulse73,ADS_Slope_Pulse74,ADS_Slope_Pulse75,ADS_Peak_Pulse1,ADS_Peak_Pulse2,ADS_Peak_Pulse3,ADS_Peak_Pulse4,ADS_Peak_Pulse5,ADS_Peak_Pulse6,ADS_Peak_Pulse7,ADS_Peak_Pulse8,ADS_Peak_Pulse9,ADS_Peak_Pulse10,ADS_Peak_Pulse11,ADS_Peak_Pulse12,ADS_Peak_Pulse13,ADS_Peak_Pulse14,ADS_Peak_Pulse15,ADS_Peak_Pulse16,ADS_Peak_Pulse17,ADS_Peak_Pulse18,ADS_Peak_Pulse19,ADS_Peak_Pulse20,ADS_Peak_Pulse21,ADS_Peak_Pulse22,ADS_Peak_Pulse23,ADS_Peak_Pulse24,ADS_Peak_Pulse25,ADS_Peak_Pulse26,ADS_Peak_Pulse27,ADS_Peak_Pulse28,ADS_Peak_Pulse29,ADS_Peak_Pulse30,ADS_Peak_Pulse31,ADS_Peak_Pulse32,ADS_Peak_Pulse33,ADS_Peak_Pulse34,ADS_Peak_Pulse35,ADS_Peak_Pulse36,ADS_Peak_Pulse37,ADS_Peak_Pulse38,ADS_Peak_Pulse39,ADS_Peak_Pulse40,ADS_Peak_Pulse41,ADS_Peak_Pulse42,ADS_Peak_Pulse43,ADS_Peak_Pulse44,ADS_Peak_Pulse45,ADS_Peak_Pulse46,ADS_Peak_Pulse47,ADS_Peak_Pulse48,ADS_Peak_Pulse49,ADS_Peak_Pulse50,ADS_Peak_Pulse51,ADS_Peak_Pulse52,ADS_Peak_Pulse53,ADS_Peak_Pulse54,ADS_Peak_Pulse55,ADS_Peak_Pulse56,ADS_Peak_Pulse57,ADS_Peak_Pulse58,ADS_Peak_Pulse59,ADS_Peak_Pulse60,ADS_Peak_Pulse61,ADS_Peak_Pulse62,ADS_Peak_Pulse63,ADS_Peak_Pulse64,ADS_Peak_Pulse65,ADS_Peak_Pulse66,ADS_Peak_Pulse67,ADS_Peak_Pulse68,ADS_Peak_Pulse69,ADS_Peak_Pulse70,ADS_Peak_Pulse71,ADS_Peak_Pulse72,ADS_Peak_Pulse73,ADS_Peak_Pulse74,ADS_Peak_Pulse75,ADS_TTP_Pulse1,ADS_TTP_Pulse2,ADS_TTP_Pulse3,ADS_TTP_Pulse4,ADS_TTP_Pulse5,ADS_TTP_Pulse6,ADS_TTP_Pulse7,ADS_TTP_Pulse8,ADS_TTP_Pulse9,ADS_TTP_Pulse10,ADS_TTP_Pulse11,ADS_TTP_Pulse12,ADS_TTP_Pulse13,ADS_TTP_Pulse14,ADS_TTP_Pulse15,ADS_TTP_Pulse16,ADS_TTP_Pulse17,ADS_TTP_Pulse18,ADS_TTP_Pulse19,ADS_TTP_Pulse20,ADS_TTP_Pulse21,ADS_TTP_Pulse22,ADS_TTP_Pulse23,ADS_TTP_Pulse24,ADS_TTP_Pulse25,ADS_TTP_Pulse26,ADS_TTP_Pulse27,ADS_TTP_Pulse28,ADS_TTP_Pulse29,ADS_TTP_Pulse30,ADS_TTP_Pulse31,ADS_TTP_Pulse32,ADS_TTP_Pulse33,ADS_TTP_Pulse34,ADS_TTP_Pulse35,ADS_TTP_Pulse36,ADS_TTP_Pulse37,ADS_TTP_Pulse38,ADS_TTP_Pulse39,ADS_TTP_Pulse40,ADS_TTP_Pulse41,ADS_TTP_Pulse42,ADS_TTP_Pulse43,ADS_TTP_Pulse44,ADS_TTP_Pulse45,ADS_TTP_Pulse46,ADS_TTP_Pulse47,ADS_TTP_Pulse48,ADS_TTP_Pulse49,ADS_TTP_Pulse50,ADS_TTP_Pulse51,ADS_TTP_Pulse52,ADS_TTP_Pulse53,ADS_TTP_Pulse54,ADS_TTP_Pulse55,ADS_TTP_Pulse56,ADS_TTP_Pulse57,ADS_TTP_Pulse58,ADS_TTP_Pulse59,ADS_TTP_Pulse60,ADS_TTP_Pulse61,ADS_TTP_Pulse62,ADS_TTP_Pulse63,ADS_TTP_Pulse64,ADS_TTP_Pulse65,ADS_TTP_Pulse66,ADS_TTP_Pulse67,ADS_TTP_Pulse68,ADS_TTP_Pulse69,ADS_TTP_Pulse70,ADS_TTP_Pulse71,ADS_TTP_Pulse72,ADS_TTP_Pulse73,ADS_TTP_Pulse74,ADS_TTP_Pulse75,ADS_RT_ABS1,ADS_RT_ABS2,ADS_RT_ABS3,ADS_RT_ABS4,ADS_RT_ABS5,ADS_RT_ABS6,ADS_RT_ABS7,ADS_RT_ABS8,ADS_RT_ABS9,ADS_RT_ABS10,ADS_RT_ABS11,ADS_RT_ABS12,ADS_RT_ABS13,ADS_RT_ABS14,ADS_RT_ABS15,ADS_RT_ABS16,ADS_RT_ABS17,ADS_RT_ABS18,ADS_RT_ABS19,ADS_RT_ABS20,ADS_RT_ABS21,ADS_RT_ABS22,ADS_RT_ABS23,ADS_RT_ABS24,ADS_RT_ABS25,ADS_RT_ABS26,ADS_RT_ABS27,ADS_RT_ABS28,ADS_RT_ABS29,ADS_RT_ABS30,ADS_RT_ABS31,ADS_RT_ABS32,ADS_RT_ABS33,ADS_RT_ABS34,ADS_RT_ABS35,ADS_RT_ABS36,ADS_RT_ABS37,ADS_RT_ABS38,ADS_RT_ABS39,ADS_RT_ABS40,ADS_RT_ABS41,ADS_RT_ABS42,ADS_RT_ABS43,ADS_RT_ABS44,ADS_RT_ABS45,ADS_RT_ABS46,ADS_RT_ABS47,ADS_RT_ABS48,ADS_RT_ABS49,ADS_RT_ABS50,ADS_RT_ABS51,ADS_RT_ABS52,ADS_RT_ABS53,ADS_RT_ABS54,ADS_RT_ABS55,ADS_RT_ABS56,ADS_RT_ABS57,ADS_RT_ABS58,ADS_RT_ABS59,ADS_RT_ABS60,ADS_RT_ABS61,ADS_RT_ABS62,ADS_RT_ABS63,ADS_RT_ABS64,ADS_RT_ABS65,ADS_RT_ABS66,ADS_RT_ABS67,ADS_RT_ABS68,ADS_RT_ABS69,ADS_RT_ABS70,ADS_RT_ABS71,ADS_RT_ABS72,ADS_RT_ABS73,ADS_RT_ABS74,ADS_RT_ABS75,batch,species,PC1
15699,C-OSMR-SST,SeuratProject,1874619.93707575,13494,1,11,30,1,48.362,105,-50.8,-290,110,400,0.058,0.066,-40.0262,39.6507,100.958,-69.7251,-0.18777,3.86373,136.446,77.9742,13.0618,24.7897,2.36798,10.2647,15.1,9.23513,17.6065,12.4086,-61.307,1,0,20,20,19,10,2,1,NA,NA,0,0.351351351,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p1,pig,2.44362272010151
15700,C-TAC1-TRPA1,SeuratProject,1185100.2204210132,14282,1,11,30,1,45.494,69.99,-43.5,-100,60,160,0.145,0.155,-36.9593,45.2525,102.919,-77.7679,4.14658,2.08545,98.5791,67.4042,11.2619,20.9033,1.65488,7.20536,19.8,1.88239,16.7654,13.9614,-57.6662,1,0,20,20,20,20,11,7,NA,NA,-5,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p1,pig,-0.412208234990561
15701,C-OSMR-SST,SeuratProject,1021131.3304695804,12632,1,11,30,1,41.498,138.3,-57.2,-20,60,80,0.14,0.1,-49.3521,48.4133,108.321,-75.6086,-0.469423,5.1773,149.903,90.4414,4.85188,9.46459,0.264099,2.56924,61.15,-16.8695,38.5293,18.7141,-59.9075,1,0,20,20,20,10,5,3,100,NA,1,0.233333333,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p1,pig,2.00729340798337
15702,Aβ-HTMR,SeuratProject,1333402.2090713026,13585,1,11,30,1,47.625,171.8,-58.9,30,190,160,0.035,0.05,-48.2881,44.9082,101.983,-76.2032,-1.68993,2.29797,148.964,85.965,6.27586,11.9553,0.837842,10.935,24.3,-0.435001,23.2451,20.6288,-57.0748,1,0,2,0,1,0,1,0,NA,NA,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p1,pig,1.3423447531945
15703,C-OSMR-SST,SeuratProject,969533.058130591,11070,1,11,30,1,38.699,94.49,-62.8,40,100,60,0.115,0.13,-51.9183,40.8712,102.599,-82.6186,-5.52356,3.66587,170.244,89.9847,5.65789,10.957,0.272652,3.04719,52.9,-1.58196,37.0899,21.8858,-61.7276,1,0,20,20,20,7,2,2,NA,NA,1,0.149253731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p1,pig,2.1348914280988
15704,C-OSMR-SST,SeuratProject,1255743.2104892044,10701,1,11,30,1,40.907,52.49,-52.4,-20,40,60,0.35,0.45,-44.0946,46.2539,109.893,-71.7593,1.07968,4.72239,108.906,71.2076,1.73914,3.3807,0.26527,1.30988,124.15,-6.9772,13.838,NA,-63.6392,1,0,20,9,11,6,5,2,NA,NA,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p1,pig,1.96273522967189
